Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,Classification
3/8/2018,2018,3,8,Thursday,9,2018-09,87.77,88.13,87.34,87.92,9588700,83.94,0.002051519,91.66214286,99.3418,RED
3/9/2018,2018,3,9,Friday,9,2018-09,88.24,88.72,87.53,88.72,9754400,84.7,0.009099216,90.515,99.133,RED
3/12/2018,2018,3,12,Monday,10,2018-10,88.7,89.44,87.88,88.07,8474000,84.08,-0.007326437,90.08357143,98.9092,RED
3/13/2018,2018,3,13,Tuesday,10,2018-10,88.39,88.9,87.98,88.3,7173000,84.3,0.002611597,89.85357143,98.6872,RED
3/14/2018,2018,3,14,Wednesday,10,2018-10,88.51,88.99,87.5,87.67,11040600,83.7,-0.007134823,89.48928571,98.4656,RED
3/15/2018,2018,3,15,Thursday,10,2018-10,87.68,88.79,85.9,87.51,16615200,83.54,-0.00182498,89.105,98.244,RED
3/16/2018,2018,3,16,Friday,10,2018-10,87.72,90.09,87.5,89.17,28396000,85.13,0.018969215,88.82285714,98.0384,RED
3/19/2018,2018,3,19,Monday,11,2018-11,88.91,89.08,87.1,87.45,12053400,83.49,-0.019289013,88.53214286,97.7966,RED
3/20/2018,2018,3,20,Tuesday,11,2018-11,87.86,88.15,87.37,87.95,8258000,83.97,0.005717553,88.385,97.553,RED
3/21/2018,2018,3,21,Wednesday,11,2018-11,87.89,89.68,87.68,88.18,11836000,84.18,0.00261516,88.32071429,97.2844,RED
3/22/2018,2018,3,22,Thursday,11,2018-11,87.53,88.27,86.99,87.14,12248200,83.19,-0.011794068,88.20428571,97.0194,RED
3/23/2018,2018,3,23,Friday,11,2018-11,87.35,87.69,85.28,85.42,10125100,81.55,-0.019738366,87.87857143,96.7344,RED
3/26/2018,2018,3,26,Monday,12,2018-12,86.22,87.69,86.11,87.5,9199800,83.54,0.024350291,87.76714286,96.484,RED
3/27/2018,2018,3,27,Tuesday,12,2018-12,87.96,88.04,85.48,86.05,6545800,82.15,-0.016571394,87.64642857,96.1876,RED
3/28/2018,2018,3,28,Wednesday,12,2018-12,86.26,88.24,86.19,87.77,11576300,83.79,0.019988304,87.63571429,95.9292,RED
3/29/2018,2018,3,29,Thursday,12,2018-12,87.9,89.34,87.77,88.97,9274600,84.94,0.01367215,87.65357143,95.6546,RED
4/2/2018,2018,4,2,Monday,13,2018-13,88,88.24,84.84,85.55,19128900,81.67,-0.038439902,87.47357143,95.2796,GREEN
4/3/2018,2018,4,3,Tuesday,13,2018-13,86.25,86.95,85.55,86.8,9695500,82.87,0.014611338,87.36642857,94.9238,GREEN
4/4/2018,2018,4,4,Wednesday,13,2018-13,85.6,87.5,85.44,87.22,6536600,83.27,0.004838688,87.33428571,94.5592,GREEN
4/5/2018,2018,4,5,Thursday,13,2018-13,87.6,88.35,87.05,87.81,6380900,83.83,0.006764461,87.35571429,94.1974,GREEN
4/6/2018,2018,4,6,Friday,13,2018-13,86.83,87.9,86.13,86.69,6350000,82.76,-0.012754756,87.17857143,93.8154,GREEN
4/9/2018,2018,4,9,Monday,14,2018-14,86.85,87.45,86.24,86.28,8368100,82.37,-0.004729538,87.095,93.409,RED
4/10/2018,2018,4,10,Tuesday,14,2018-14,86.84,87.1,85.66,86.45,9127400,82.53,0.001970308,86.98785714,92.9702,RED
4/11/2018,2018,4,11,Wednesday,14,2018-14,86,86.86,85.8,85.91,6279000,82.02,-0.006246308,86.82571429,92.4974,RED
4/12/2018,2018,4,12,Thursday,14,2018-14,86.19,86.83,85.41,85.43,6856300,81.56,-0.005587281,86.70357143,92.0514,RED
4/13/2018,2018,4,13,Friday,14,2018-14,85.89,86.27,85.19,86.02,7559200,82.12,0.006906196,86.74642857,91.6398,RED
4/16/2018,2018,4,16,Monday,15,2018-15,86.2,87.65,86.12,86.84,7020700,82.91,0.009532664,86.69928571,91.2662,GREEN
4/17/2018,2018,4,17,Tuesday,15,2018-15,87.48,88.17,87.41,87.9,6801900,83.92,0.012206417,86.83142857,90.9346,GREEN
4/18/2018,2018,4,18,Wednesday,15,2018-15,88.2,88.56,87.51,87.57,5854000,83.6,-0.003754287,86.81714286,90.6842,GREEN
4/19/2018,2018,4,19,Thursday,15,2018-15,87.41,88.04,86.58,87.89,6588300,83.91,0.003654216,86.74,90.424,GREEN
4/20/2018,2018,4,20,Friday,15,2018-15,87.87,88.38,86.67,86.98,8324900,83.04,-0.010353806,86.84214286,90.1066,GREEN
4/23/2018,2018,4,23,Monday,16,2018-16,86.89,87.08,86.02,86.1,7360500,82.2,-0.010117324,86.79214286,89.8282,GREEN
4/24/2018,2018,4,24,Tuesday,16,2018-16,86.77,86.91,85.57,86.53,8469700,82.61,0.004994196,86.74285714,89.5714,GREEN
4/25/2018,2018,4,25,Wednesday,16,2018-16,86.32,87.7,85.89,87.17,6760400,83.22,0.007396272,86.69714286,89.3238,GREEN
4/26/2018,2018,4,26,Thursday,16,2018-16,87.17,88.32,86.9,87.94,5782500,83.96,0.008833363,86.78642857,89.063,GREEN
4/27/2018,2018,4,27,Friday,16,2018-16,87.87,87.9,87.08,87.29,5651100,83.33,-0.00739142,86.85857143,88.7748,GREEN
4/30/2018,2018,4,30,Monday,17,2018-17,87.94,89.66,87.92,88.46,8685900,84.45,0.013403576,87.00214286,88.4794,RED
5/1/2018,2018,5,1,Tuesday,17,2018-17,87.67,88.01,86.35,87.41,6957700,83.45,-0.01186972,87.10928571,88.132,RED
5/2/2018,2018,5,2,Wednesday,17,2018-17,87.13,87.25,86.16,86.34,6083000,82.43,-0.012241246,87.17428571,87.9766,RED
5/3/2018,2018,5,3,Thursday,17,2018-17,86.19,86.29,85.12,86.23,6876100,82.32,-0.001273952,87.18928571,87.8708,RED
5/4/2018,2018,5,4,Friday,17,2018-17,86,88.1,85.36,87.53,6971500,83.56,0.015075906,87.23857143,87.766,RED
5/7/2018,2018,5,7,Monday,18,2018-18,87.49,87.5,85.27,85.47,10783600,81.6,-0.023534761,87.065,87.6176,RED
5/8/2018,2018,5,8,Tuesday,18,2018-18,85.52,85.85,84.92,85.74,6551400,81.86,0.003158964,86.93428571,87.47,RED
5/9/2018,2018,5,9,Wednesday,18,2018-18,82.56,83.68,82,83.06,32265200,79.3,-0.031257294,86.58928571,87.3008,RED
5/10/2018,2018,5,10,Thursday,18,2018-18,82.64,83.77,82.01,82.69,15857600,79.44,-0.004454552,86.28285714,87.1544,RED
5/11/2018,2018,5,11,Friday,18,2018-18,82.69,83.52,81.95,83.38,9934800,80.1,0.008344356,86.08857143,87.0404,RED
5/14/2018,2018,5,14,Monday,19,2018-19,83.89,84.79,83.65,84.39,9499200,81.07,0.012113243,85.93571429,86.9528,RED
5/15/2018,2018,5,15,Tuesday,19,2018-19,84.06,84.88,83.8,84.52,9322900,81.2,0.001540434,85.74642857,86.8436,RED
5/16/2018,2018,5,16,Wednesday,19,2018-19,84.87,86.13,84.74,86.13,13733600,82.75,0.019048754,85.61714286,86.785,RED
5/17/2018,2018,5,17,Thursday,19,2018-19,87.04,87.59,83.85,84.49,29720700,81.17,-0.019040978,85.41714286,86.72,RED
5/18/2018,2018,5,18,Friday,19,2018-19,84.24,84.44,83.49,83.64,12043100,80.35,-0.010060344,85.07285714,86.6344,RED
5/21/2018,2018,5,21,Monday,20,2018-20,84.14,84.54,83.82,84.51,10715700,81.19,0.010401755,84.86571429,86.5502,RED
5/22/2018,2018,5,22,Tuesday,20,2018-20,84.5,84.81,83.29,83.37,8067300,80.09,-0.01348952,84.65357143,86.4562,RED
5/23/2018,2018,5,23,Wednesday,20,2018-20,82.95,83.02,82.17,83.01,9399200,79.75,-0.004318107,84.42357143,86.3504,RED
5/24/2018,2018,5,24,Thursday,20,2018-20,83,83,81.78,82.85,8576200,79.59,-0.001927523,84.08928571,86.254,RED
5/25/2018,2018,5,25,Friday,20,2018-20,82.85,83.34,82.32,82.46,5913500,79.22,-0.004707295,83.87428571,86.153,RED
5/29/2018,2018,5,29,Tuesday,21,2018-21,81.96,82.52,81.81,82.4,8428200,79.16,-0.000727596,83.63571429,86.0176,RED
5/30/2018,2018,5,30,Wednesday,21,2018-21,82.45,84.23,82.26,84.12,9314100,80.81,0.020873801,83.71142857,85.951,RED
5/31/2018,2018,5,31,Thursday,21,2018-21,83.94,84.31,82.51,82.54,11468700,79.3,-0.018782713,83.70071429,85.8428,RED
6/1/2018,2018,6,1,Friday,21,2018-21,83.04,83.42,82.85,82.99,5237900,79.73,0.005451865,83.67285714,85.739,RED
6/4/2018,2018,6,4,Monday,22,2018-22,83.5,85.52,83.3,85.42,10922000,82.06,0.029280641,83.74642857,85.7046,RED
6/5/2018,2018,6,5,Tuesday,22,2018-22,85.45,85.47,84.25,84.62,8281400,81.29,-0.009365435,83.75357143,85.6886,RED
6/6/2018,2018,6,6,Wednesday,22,2018-22,84.95,85.15,84.35,84.56,7362800,81.24,-0.000709114,83.64142857,85.6298,RED
6/7/2018,2018,6,7,Thursday,22,2018-22,84.78,85.76,84.69,84.95,7705700,81.61,0.004612103,83.67428571,85.6078,RED
6/8/2018,2018,6,8,Friday,22,2018-22,84.78,85.19,84.14,84.36,7602400,81.05,-0.006945219,83.72571429,85.5396,RED
6/11/2018,2018,6,11,Monday,23,2018-23,84.41,84.54,83.79,84.3,6252300,80.99,-0.000711209,83.71071429,85.4462,RED
6/12/2018,2018,6,12,Tuesday,23,2018-23,84.32,84.59,83.47,84.1,8061700,80.8,-0.002372533,83.76285714,85.4172,RED
6/13/2018,2018,6,13,Wednesday,23,2018-23,83.89,84.37,83.85,84.09,6358400,80.79,-0.000118931,83.84,85.363,RED
6/14/2018,2018,6,14,Thursday,23,2018-23,84.22,84.81,83.67,83.79,7517400,80.5,-0.003567552,83.90714286,85.2944,RED
6/15/2018,2018,6,15,Friday,23,2018-23,83.5,83.99,83.06,83.7,12503000,80.41,-0.001074161,83.99571429,85.2122,RED
6/18/2018,2018,6,18,Monday,24,2018-24,83.05,83.57,82.82,83,8502300,79.74,-0.008363166,84.03857143,85.1384,GREEN
6/19/2018,2018,6,19,Tuesday,24,2018-24,82.6,83.62,82.37,83.61,9352500,80.32,0.007349405,84.00214286,85.085,GREEN
6/20/2018,2018,6,20,Wednesday,24,2018-24,83.71,83.82,83.16,83.61,7966600,80.32,0,84.07857143,85.0282,GREEN
6/21/2018,2018,6,21,Thursday,24,2018-24,83.4,84.55,82.9,84.21,8092000,80.9,0.007176157,84.16571429,84.9942,GREEN
6/22/2018,2018,6,22,Friday,24,2018-24,84.46,84.85,84.1,84.82,10813000,81.49,0.007243803,84.12285714,84.982,GREEN
6/25/2018,2018,6,25,Monday,25,2018-25,84.59,86.6,84.48,86.47,15939500,83.07,0.019452977,84.255,84.991,RED
6/26/2018,2018,6,26,Tuesday,25,2018-25,86.53,87.05,85.76,85.98,10126200,82.6,-0.00566668,84.35642857,84.9738,RED
6/27/2018,2018,6,27,Wednesday,25,2018-25,85.9,87.49,85.55,86.89,10299700,83.48,0.01058381,84.495,84.9536,RED
6/28/2018,2018,6,28,Thursday,25,2018-25,86.85,87.29,85.69,85.86,8467000,82.49,-0.011854054,84.60214286,84.9194,RED
6/29/2018,2018,6,29,Friday,25,2018-25,85.9,86.2,85.52,85.65,8255600,82.28,-0.002445831,84.69857143,84.8746,RED
7/2/2018,2018,7,2,Monday,26,2018-26,85.65,85.94,83.4,84,8125100,80.7,-0.019264466,84.69142857,84.815,GREEN
7/3/2018,2018,7,3,Tuesday,26,2018-26,84.09,85.05,84.09,84.44,4396200,81.12,0.005238124,84.71642857,84.7818,GREEN
7/5/2018,2018,7,5,Thursday,26,2018-26,84.94,85.58,84.27,84.57,5367500,81.25,0.001539522,84.77214286,84.7426,GREEN
7/6/2018,2018,7,6,Friday,26,2018-26,84.2,84.87,83.82,84.51,5613700,81.19,-0.000709443,84.83,84.6894,GREEN
7/9/2018,2018,7,9,Monday,27,2018-27,85,86.47,84.77,85.93,6575400,82.55,0.016802723,85.03928571,84.6492,RED
7/10/2018,2018,7,10,Tuesday,27,2018-27,85.93,87.33,85.88,87.21,6048400,83.78,0.014895831,85.29642857,84.6476,RED
7/11/2018,2018,7,11,Wednesday,27,2018-27,87.06,87.15,86.39,86.53,5595900,83.13,-0.007797275,85.505,84.609,RED
7/12/2018,2018,7,12,Thursday,27,2018-27,86.94,87.41,86.22,86.52,4888600,83.12,-0.000115592,85.67,84.5912,RED
7/13/2018,2018,7,13,Friday,27,2018-27,86.52,87.99,86.5,87.7,6388600,84.25,0.013638469,85.87571429,84.6184,RED
7/16/2018,2018,7,16,Monday,28,2018-28,87.62,87.72,86.83,87.64,4447200,84.2,-0.000684123,85.95928571,84.6466,RED
7/17/2018,2018,7,17,Tuesday,28,2018-28,87.4,88.7,87.4,88.19,5911500,84.72,0.006275708,86.11714286,84.6598,RED
7/18/2018,2018,7,18,Wednesday,28,2018-28,88.33,89.19,87.94,88.07,5045500,84.61,-0.00136073,86.20142857,84.7118,RED
7/19/2018,2018,7,19,Thursday,28,2018-28,87.86,88.48,87.41,87.72,4883100,84.27,-0.003974094,86.33428571,84.7514,RED
7/20/2018,2018,7,20,Friday,28,2018-28,87.4,88.17,87.2,88.06,4815100,84.6,0.003875927,86.50642857,84.8514,RED
7/23/2018,2018,7,23,Monday,29,2018-29,87.65,88.15,87.38,87.63,4150000,84.19,-0.004883038,86.76571429,84.9502,GREEN
7/24/2018,2018,7,24,Tuesday,29,2018-29,88.12,88.5,87.61,87.96,5589500,84.5,0.003765855,87.01714286,85.0418,GREEN
7/25/2018,2018,7,25,Wednesday,29,2018-29,87.27,88.02,87.11,87.9,5809100,84.45,-0.0006821,87.255,85.112,GREEN
7/26/2018,2018,7,26,Thursday,29,2018-29,88.5,89.43,88.18,88.23,6548300,84.76,0.003754287,87.52071429,85.1862,GREEN
7/27/2018,2018,7,27,Friday,29,2018-29,88.64,88.88,88.03,88.13,4679400,84.67,-0.00113347,87.67785714,85.2262,GREEN
7/30/2018,2018,7,30,Monday,30,2018-30,88,88.94,87.89,88.88,6010700,85.39,0.008510156,87.79714286,85.314,RED
7/31/2018,2018,7,31,Tuesday,30,2018-30,89,89.66,88.8,89.23,6708100,85.72,0.003937963,87.99,85.4258,RED
8/1/2018,2018,8,1,Wednesday,30,2018-30,88.86,89.13,87.88,88.24,5050000,84.77,-0.011094984,88.11285714,85.5004,RED
