Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,Classification
1/29/2018,2018,1,29,Monday,4,2018-04,108.11,109.98,107.99,109.55,8355200,103.97,0.010702128,103.9221429,99.4616,RED
1/30/2018,2018,1,30,Tuesday,4,2018-04,109.14,109.36,107.15,107.73,9180500,102.24,-0.016613415,104.4464286,99.8196,RED
1/31/2018,2018,1,31,Wednesday,4,2018-04,107.77,108.18,106.07,106.6,9812800,101.17,-0.010489231,104.9414286,99.9592,RED
2/1/2018,2018,2,1,Thursday,4,2018-04,105.96,106.56,105.18,105.52,6386800,100.14,-0.010131349,105.3342857,100.1202,RED
2/2/2018,2018,2,2,Friday,4,2018-04,105.15,106.47,104.15,104.48,9253100,99.15,-0.009855888,105.5921429,100.2602,RED
2/5/2018,2018,2,5,Monday,5,2018-05,103.4,104.61,97.09,100.09,12561600,94.99,-0.042017677,105.5492857,100.3316,RED
2/6/2018,2018,2,6,Tuesday,5,2018-05,97.64,101.08,97.25,100.9,16413800,95.76,0.008092769,105.4207143,100.4214,RED
2/7/2018,2018,2,7,Wednesday,5,2018-05,100.5,104.59,100.01,102.85,11165200,97.61,0.019326035,105.3171429,100.546,RED
2/8/2018,2018,2,8,Thursday,5,2018-05,103.23,103.48,100,100.02,13975100,94.92,-0.027515818,104.9907143,100.614,RED
2/9/2018,2018,2,9,Friday,5,2018-05,100.53,101.1,96.43,99.37,14184600,94.31,-0.006498639,104.5564286,100.666,RED
2/12/2018,2018,2,12,Monday,6,2018-06,100.13,100.45,98.8,99.55,9135100,94.48,0.001811415,104.1028571,100.7058,GREEN
2/13/2018,2018,2,13,Tuesday,6,2018-06,99.33,101.22,99.33,100.98,6622800,95.83,0.014364644,103.7592857,100.7808,GREEN
2/14/2018,2018,2,14,Wednesday,6,2018-06,100.86,102.25,100.21,101.7,7307600,96.52,0.007130061,103.4092857,100.8678,GREEN
2/15/2018,2018,2,15,Thursday,6,2018-06,102.55,103.64,101.83,103.23,7494900,97.97,0.015044311,103.0407143,100.9922,GREEN
2/16/2018,2018,2,16,Friday,6,2018-06,103.09,104.94,101.98,104.78,16064300,99.44,0.01501497,102.7,101.1312,GREEN
2/20/2018,2018,2,20,Tuesday,7,2018-07,96.99,97.94,94.1,94.11,52088500,89.31,-0.101832394,101.7271429,101.0678,RED
2/21/2018,2018,2,21,Wednesday,7,2018-07,95.11,95.34,91.24,91.52,49503700,86.86,-0.027521028,100.65,100.9626,RED
2/22/2018,2018,2,22,Thursday,7,2018-07,91.43,93.39,91.31,92.77,20365000,88.04,0.013658217,99.73928571,100.887,RED
2/23/2018,2018,2,23,Friday,7,2018-07,92.88,93.49,91.76,92.89,12791500,88.16,0.001293551,98.91142857,100.8062,RED
2/26/2018,2018,2,26,Monday,8,2018-08,92.9,93.8,92.22,93.12,14699300,88.37,0.002476083,98.41357143,100.7346,RED
2/27/2018,2018,2,27,Tuesday,8,2018-08,93.63,93.72,91.51,91.52,13376100,86.86,-0.017182196,97.74357143,100.6098,RED
2/28/2018,2018,2,28,Wednesday,8,2018-08,92,92.1,90,90.01,14143700,85.42,-0.016499066,96.82642857,100.4674,RED
3/1/2018,2018,3,1,Thursday,8,2018-08,90.17,90.18,87.71,89.08,18909600,84.54,-0.010332188,96.045,100.3068,RED
3/2/2018,2018,3,2,Friday,8,2018-08,87.27,88.9,87.24,88.77,19043400,84.25,-0.003480076,95.28785714,100.1242,RED
3/5/2018,2018,3,5,Monday,9,2018-09,88.14,90.5,88.07,89.98,13383200,85.39,0.013630807,94.60428571,99.9478,RED
3/6/2018,2018,3,6,Tuesday,9,2018-09,90.35,90.5,88.63,89.06,11054700,84.52,-0.010224558,93.75285714,99.754,RED
3/7/2018,2018,3,7,Wednesday,9,2018-09,87.98,88.53,87.34,87.74,11453000,83.27,-0.014821466,92.75571429,99.5476,RED
