Year,Week_Number,mean_return,volatility,Abs_Diff,Classification
2019,42,-0.0162,0.29736543175022884,0.09999999999999432,RED
2019,43,-0.23559999999999998,1.002054289946408,1.4200000000000017,RED
2019,44,0.30920000000000003,0.6748423519608117,1.8199999999999932,RED
2019,45,-0.09100000000000001,1.0911214414536998,0.5699999999999932,RED
2019,46,0.08480000000000001,0.7669714466653892,0.4899999999999949,RED
2019,47,-0.056249999999999994,0.35713617850898277,0.269999999999996,RED
2019,48,0.11699999999999999,0.5268600383403547,0.6899999999999977,RED
2019,49,0.08580000000000002,0.4297507417096566,0.5100000000000051,RED
2019,50,0.0019999999999999797,0.6811684813612562,0.0,RED
2019,51,-0.14425,0.6268787096932441,0.7000000000000028,RED
2019,52,-0.314,0.21920310216782973,0.75,RED
